nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT00492050,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,"Active, not recruiting",Phase 2,"[""Waldenstrom's Macroglobulinemia""]",['Bortezomib' 'Rituximab' 'Valacyclovir'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00492739,Immunity Against Varicella in Pediatric Orthotopic Liver Transplantation Recipients,Recruiting,Phase 2/Phase 3,['Liver Disease' 'Immunosuppression' 'Varicella'],['Vaccination with VZV vaccine'],['Switzerland'],"University Hospital, Geneva","University Hospital, Geneva",Global / Multi-Region,3.0,1.0,0.7
NCT00492999,Hepatic Arterial Infusion With Floxuridine and Dexamethasone Combined With Combination Chemotherapy in Treating Patients With Colorectal Cancer That Has Spread to the Liver,"Active, not recruiting",Phase 2,['Colorectal Cancer' 'Metastatic Cancer'],"['dexamethasone' 'floxuridine' 'fluorouracil' 'irinotecan hydrochloride'
 'leucovorin calcium' 'oxaliplatin']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00494182,Sorafenib in Combination With Carboplatin and Paclitaxel in Treating Participants With Metastatic or Recurrent Head and Neck Squamous Cell Cancer,"Active, not recruiting",Phase 2,"['Metastatic Head and Neck Squamous Cell Carcinoma'
 'Metastatic Squamous Cell Carcinoma of the Hypopharynx'
 'Metastatic Squamous Cell Carcinoma of the Larynx'
 'Metastatic Squamous Cell Carcinoma of the Oral Cavity'
 'Metastatic Squamous Cell Carcinoma of the Oropharynx'
 'Recurrent Head and Neck Squamous Cell Carcinoma'
 'Recurrent Hypopharyngeal Squamous Cell Carcinoma'
 'Recurrent Laryngeal Squamous Cell Carcinoma'
 'Recurrent Oral Cavity Squamous Cell Carcinoma'
 'Recurrent Oropharyngeal Squamous Cell Carcinoma']",['Carboplatin' 'Paclitaxel' 'Sorafenib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00496119,Proton Beam Therapy for Chordoma Patients,"Active, not recruiting",Phase 2,['Chordoma'],['Proton Beam Therapy' 'Photon Beam Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00496522,Proton Beam Therapy for Chondrosarcoma,"Active, not recruiting",Phase 2,['Chondrosarcoma'],['Proton Beam Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00496795,Predictors for Response to Dose-dense Docetaxel and Epirubicin Breast Cancer,"Active, not recruiting",Phase 2,['Stage III Breast Cancer AJCC V7'],['epirubicin/docetaxel sequential'],['Norway'],University of Bergen,University of Bergen,Global / Multi-Region,2.0,1.0,0.6
NCT00499330,Comparison of Different Types of Surgery in Treating Patients With Stage IA Non-Small Cell Lung Cancer,"Active, not recruiting",Phase 3,['Lung Cancer'],['lobectomy' 'segmentectomy or wedge resection'],['Australia' 'Canada' 'United States'],Alliance for Clinical Trials in Oncology,Alliance for Clinical Trials in Oncology,Global / Multi-Region,4.0,1.0,0.8
NCT00501826,Combination Chemotherapy and Nelarabine in Treating Patients With T-cell Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,Recruiting,Phase 2,['T Acute Lymphoblastic Leukemia' 'T Lymphoblastic Lymphoma'],"['Cyclophosphamide' 'Cytarabine' 'Dexamethasone'
 'Doxorubicin Hydrochloride' 'Mercaptopurine' 'Methotrexate' 'Nelarabine'
 'Pegaspargase' 'Prednisone' 'Venetoclax' 'Vincristine Sulfate']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00525720,Brachytherapy for Prostatic Carcinoma Patients,"Active, not recruiting",Phase 2,['Prostate Cancer'],['Brachytherapy' 'Questionnaire'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00534430,"Busulfan, Etoposide, and Total-Body Irradiation in Treating Patients Undergoing Donor Stem Cell or Bone Marrow Transplant for Advanced Hematologic Cancer","Active, not recruiting",Phase 2,['Leukemia' 'Myelodysplastic Syndromes'],"['busulfan' 'cyclosporine' 'etoposide' 'mycophenolate mofetil'
 'allogeneic bone marrow transplantation'
 'allogeneic hematopoietic stem cell transplantation'
 'peripheral blood stem cell transplantation' 'total-body irradiation']",[],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00534469,Auto BMT for Non-M3 AML in 1st Remission in Pts </=60y of Age Using Busulfan/FTBI & VP16 as a Prep R,"Active, not recruiting",Phase 2,['Leukemia'],"['aldesleukin' 'filgrastim' 'busulfan' 'cytarabine' 'etoposide'
 'idarubicin' 'autologous hematopoietic stem cell transplantation'
 'bone marrow transplantation'
 'peripheral blood stem cell transplantation' 'total-body irradiation']",[],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00539591,Phase II Study Incorporating Pegylated Interferon In the Treatment For Children With High-Risk Melanoma,"Active, not recruiting",Phase 2,['Malignant Melanoma'],['Peginterferon alfa-2b' 'Temozolomide' 'Recombinant interferon alfa-2b'],['United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00544115,Donor Peripheral Stem Cell Transplant in Treating Patients With Advanced Hematologic Cancer or Other Disorders,"Active, not recruiting",Phase 2,"['Chronic Myeloproliferative Disorders' 'Graft Versus Host Disease'
 'Leukemia' 'Lymphoma' 'Multiple Myeloma and Plasma Cell Neoplasm'
 'Myelodysplastic Syndromes' 'Myelodysplastic/Myeloproliferative Diseases'
 'Precancerous/Nonmalignant Condition']","['busulfan' 'cyclophosphamide' 'cyclosporine' 'etoposide'
 'fludarabine phosphate' 'melphalan' 'methotrexate'
 'mycophenolate mofetil' 'sirolimus' 'tacrolimus'
 'allogeneic hematopoietic stem cell transplantation'
 'peripheral blood stem cell transplantation' 'total-body irradiation']",[],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00544830,Hormone Therapy and Intensity-Modulated Radiation Therapy in Treating Patients With Metastatic Prostate Cancer,"Active, not recruiting",Phase 2,['PSA Level Greater Than Two' 'Stage IV Prostate Adenocarcinoma AJCC v7'],"['Bicalutamide' 'Goserelin Acetate'
 'Intensity-Modulated Radiation Therapy' 'Laboratory Biomarker Analysis'
 'Leuprolide Acetate']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00553618,"Adjuvant, Combined Interleukin 2 (Proleukin) and DTIC (Dacarbazine) in High-risk Melanoma Patients","Active, not recruiting",Phase 2,['Metastatic Melanoma'],['Proleukin and Dacarbazine'],['United States'],University of Louisville,University of Louisville,Global / Multi-Region,2.0,1.0,0.6
NCT00565708,Aspirin for Dukes C and High Risk Dukes B Colorectal Cancers,"Active, not recruiting",Phase 3,['Colorectal Cancer'],['placebo' 'Acetylsalicylic acid'],"['Australia' 'China' 'India' 'Indonesia' 'Malaysia' 'New Zealand'
 'Saudi Arabia' 'Singapore' 'South Korea' 'Sri Lanka']","National Cancer Centre, Singapore","National Cancer Centre, Singapore",Global / Multi-Region,4.0,1.0,0.8
NCT00565851,"Carboplatin, Paclitaxel and Gemcitabine Hydrochloride With or Without Bevacizumab After Surgery in Treating Patients With Recurrent Ovarian, Epithelial, Primary Peritoneal, or Fallopian Tube Cancer","Active, not recruiting",Phase 3,"['Clear Cell Adenocarcinoma' 'Fallopian Tube Clear Cell Adenocarcinoma'
 'Fallopian Tube Endometrioid Adenocarcinoma'
 'Fallopian Tube Mucinous Adenocarcinoma'
 'Fallopian Tube Serous Adenocarcinoma'
 'Fallopian Tube Transitional Cell Carcinoma'
 'Fallopian Tube Undifferentiated Carcinoma' 'Mucinous Adenocarcinoma'
 'Ovarian Brenner Tumor' 'Ovarian Clear Cell Adenocarcinofibroma'
 'Ovarian Clear Cell Adenocarcinoma' 'Ovarian Endometrioid Adenocarcinoma'
 'Ovarian Seromucinous Carcinoma' 'Ovarian Serous Adenocarcinoma'
 'Ovarian Transitional Cell Carcinoma'
 'Ovarian Undifferentiated Carcinoma'
 'Primary Peritoneal Clear Cell Adenocarcinoma'
 'Primary Peritoneal Endometrioid Adenocarcinoma'
 'Primary Peritoneal Serous Adenocarcinoma'
 'Primary Peritoneal Transitional Cell Carcinoma'
 'Primary Peritoneal Undifferentiated Carcinoma'
 'Recurrent Fallopian Tube Carcinoma' 'Recurrent Ovarian Carcinoma'
 'Recurrent Primary Peritoneal Carcinoma' 'Undifferentiated Carcinoma']","['Bevacizumab' 'Carboplatin' 'Docetaxel' 'Gemcitabine Hydrochloride'
 'Laboratory Biomarker Analysis' 'Paclitaxel' 'Quality-of-Life Assessment']",['Japan' 'South Korea' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00567580,Prostate Radiation Therapy or Short-Term Androgen Deprivation Therapy and Pelvic Lymph Node Radiation Therapy With or Without Prostate Radiation Therapy in Treating Patients With a Rising Prostate Specific Antigen (PSA) After Surgery for Prostate Cancer,"Active, not recruiting",Phase 3,['Prostate Cancer'],['PBRT' 'PLNRT' 'AA' 'LHRH agonist'],['Canada' 'China' 'Israel' 'United States'],Radiation Therapy Oncology Group,Radiation Therapy Oncology Group,Global / Multi-Region,4.0,1.0,0.8
NCT00569127,"Octreotide Acetate and Recombinant Interferon Alfa-2b or Bevacizumab in Treating Patients With Metastatic or Locally Advanced, High-Risk Neuroendocrine Tumor","Active, not recruiting",Phase 3,"['Colorectal Neuroendocrine Tumor G1' 'Gastric Neuroendocrine Tumor G1'
 'Neuroendocrine Neoplasm' 'Neuroendocrine Tumor'
 'Neuroendocrine Tumor G2']","['Bevacizumab' 'Laboratory Biomarker Analysis' 'Octreotide Acetate'
 'Recombinant Interferon Alfa-2b']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00572169,"UARK 2006-66, Total Therapy 3B: An Extension of UARK 2003-33 Total Therapy","Active, not recruiting",Phase 3,['Multiple Myeloma'],"['Velcade' 'Thalidomide' 'Dexamethasone' 'Adriamycin' 'Cisplatin'
 'Cyclophosphamide' 'Etoposide']",['United States'],University of Arkansas,University of Arkansas,Global / Multi-Region,4.0,1.0,0.8
NCT00572481,Axillary Reverse Mapping,"Active, not recruiting",Phase 2,['Cancer of the Breast'],['Axillary Reverse Mapping'],['United States'],University of Arkansas,University of Arkansas,Global / Multi-Region,2.0,1.0,0.6
NCT00585507,Efficacy and Safety of 500mg of Fulvestrant,"Active, not recruiting",Phase 2,['Breast Cancer'],['Fulvestrant'],['United States'],Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00588770,Chemotherapy With or Without Bevacizumab in Treating Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,"Active, not recruiting",Phase 3,"['Neck Squamous Cell Carcinoma of Unknown Primary'
 'Recurrent Hypopharyngeal Squamous Cell Carcinoma'
 'Recurrent Laryngeal Squamous Cell Carcinoma'
 'Recurrent Laryngeal Verrucous Carcinoma'
 'Recurrent Lip and Oral Cavity Squamous Cell Carcinoma'
 'Recurrent Neck Squamous Cell Carcinoma of Unknown Primary'
 'Recurrent Oral Cavity Verrucous Carcinoma'
 'Recurrent Oropharyngeal Squamous Cell Carcinoma'
 'Recurrent Salivary Gland Carcinoma'
 'Recurrent Sinonasal Squamous Cell Carcinoma'
 'Salivary Gland Squamous Cell Carcinoma'
 'Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IV Major Salivary Gland Cancer AJCC v7'
 'Stage IVA Laryngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IVA Laryngeal Verrucous Carcinoma AJCC v7'
 'Stage IVA Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7'
 'Stage IVA Major Salivary Gland Cancer AJCC v7'
 'Stage IVA Oral Cavity Cancer AJCC v6 and v7'
 'Stage IVA Oropharyngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IVA Sinonasal Squamous Cell Carcinoma AJCC v7'
 'Stage IVB Laryngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IVB Laryngeal Verrucous Carcinoma AJCC v7'
 'Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7'
 'Stage IVB Major Salivary Gland Cancer AJCC v7'
 'Stage IVB Oral Cavity Cancer AJCC v6 and v7'
 'Stage IVB Oropharyngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IVB Sinonasal Squamous Cell Carcinoma AJCC v7'
 'Stage IVC Laryngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IVC Laryngeal Verrucous Carcinoma AJCC v7'
 'Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7'
 'Stage IVC Major Salivary Gland Cancer AJCC v7'
 'Stage IVC Oral Cavity Cancer AJCC v6 and v7'
 'Stage IVC Oropharyngeal Squamous Cell Carcinoma AJCC v7'
 'Stage IVC Sinonasal Squamous Cell Carcinoma AJCC v7' 'Tongue Carcinoma']","['Bevacizumab' 'Carboplatin' 'Cisplatin' 'Docetaxel' 'Fluorouracil'
 'Laboratory Biomarker Analysis']",['Puerto Rico' 'South Africa' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00593840,Phase II Trial Evaluating Elimination of Radiation Therapy,"Active, not recruiting",Phase 2,['Cancer of the Larynx'],['Intensity modulated radiation therapy'],['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT00602641,"Melphalan, Prednisone, and Thalidomide or Lenalidomide in Treating Patients With Newly Diagnosed Multiple Myeloma","Active, not recruiting",Phase 3,['Multiple Myeloma'],"['Laboratory Biomarker Analysis' 'Lenalidomide' 'Melphalan' 'Prednisone'
 'Quality-of-Life Assessment' 'Thalidomide']",['Israel' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00602667,"Risk-Adapted Therapy for Young Children With Embryonal Brain Tumors, Choroid Plexus Carcinoma, High Grade Glioma or Ependymoma","Active, not recruiting",Phase 2,['Brain and Central Nervous System Tumors'],"['Induction Chemotherapy' 'Low-Risk Therapy' 'High-Risk Therapy'
 'Intermediate-Risk Therapy']",['Australia' 'United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00603330,Mesenchymal Stem Cell Infusion as Treatment for Steroid-Resistant Acute Graft Versus Host Disease (GVHD) or Poor Graft Function,Recruiting,Phase 2,"['Graft-versus-host Disease' 'Poor Graft Function'
 'Low Donor T-cell Chimerism']",['Mesenchymal stem cells'],['Belgium' 'Netherlands'],University of Liege,University of Liege,Global / Multi-Region,2.0,1.0,0.6
NCT00609791,Paclitaxel Albumin-Stabilized Nanoparticle Formulation in Treating Patients of Different Ages With Metastatic Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['paclitaxel albumin-stabilized nanoparticle formulation'
 'pharmacological study' 'physiologic testing'
 'questionnaire administration'
 'study of socioeconomic and demographic variables' 'cognitive assessment'
 'psychosocial assessment and care']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00616967,Carboplatin and Nab-Paclitaxel With or Without Vorinostat in Treating Women With Newly Diagnosed Operable Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],"['carboplatin' 'paclitaxel albumin-stabilized nanoparticle formulation'
 'vorinostat' 'placebo']",['United States'],Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Global / Multi-Region,2.0,1.0,0.6
NCT00618553,Effect of Pulmonary Rehabilitation on Surgical Outcomes in the Cancer Setting,"Active, not recruiting",Phase 2,['Lung Cancer'],['Questionnaire' 'Pulmonary Rehabilitation'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00626990,Phase III Trial of Anaplastic Glioma Without 1p/19q Loss of Heterozygosity (LOH),"Active, not recruiting",Phase 3,['Brain and Central Nervous System Tumors'],"['temozolomide' 'DNA methylation analysis' 'laboratory biomarker analysis'
 'adjuvant therapy' 'quality-of-life assessment' 'radiation therapy']","['Australia' 'Belgium' 'Canada' 'France' 'Germany' 'Israel' 'Italy'
 'Netherlands' 'Spain' 'Switzerland' 'United Kingdom' 'United States']",European Organisation for Research and Treatment of Cancer - EORTC,European Organisation for Research and Treatment of Cancer - EORTC,Global / Multi-Region,4.0,1.0,0.8
NCT00644228,Lenalidomide and Dexamethasone With or Without Bortezomib in Treating Patients With Previously Untreated Multiple Myeloma,"Active, not recruiting",Phase 3,"['DS Stage I Multiple Myeloma' 'DS Stage II Multiple Myeloma'
 'DS Stage III Multiple Myeloma']","['Bortezomib' 'Dexamethasone' 'Laboratory Biomarker Analysis'
 'Lenalidomide']",['Puerto Rico' 'Saudi Arabia' 'United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,4.0,1.0,0.8
NCT00658814,Azacitidine and Gemtuzumab Ozogamicin in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia,"Active, not recruiting",Phase 2,"['Acute Myeloid Leukemia' 'Adult Acute Megakaryoblastic Leukemia'
 'Adult Acute Monoblastic Leukemia' 'Adult Acute Monocytic Leukemia'
 'Adult Acute Myeloid Leukemia With Inv(16)(p13.1q22); CBFB-MYH11'
 'Adult Acute Myeloid Leukemia With Maturation'
 'Adult Acute Myeloid Leukemia With t(16;16)(p13.1;q22); CBFB-MYH11'
 'Adult Acute Myeloid Leukemia With t(8;21); (q22; q22.1); RUNX1-RUNX1T1'
 'Adult Acute Myeloid Leukemia With t(9;11)(p21.3;q23.3); MLLT3-KMT2A'
 'Adult Acute Myeloid Leukemia Without Maturation'
 'Adult Acute Myelomonocytic Leukemia' 'Adult Erythroleukemia'
 'Adult Pure Erythroid Leukemia' 'Secondary Acute Myeloid Leukemia']",['Azacitidine' 'Gemtuzumab Ozogamicin'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
