nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT00781612,A Safety Extension Study of Trastuzumab Emtansine in Participants Previously Treated With Trastuzumab Emtansine Alone or in Combination With Other Anti-Cancer Therapy in One of the Parent Studies,"Active, not recruiting",Phase 2,['Neoplasm Metastasis'],"['Docetaxel' 'Paclitaxel' 'Pertuzumab' 'Trastuzumab'
 'Trastuzumab Emtansine' 'Atezolizumab']","['Australia' 'Belgium' 'Brazil' 'Bulgaria' 'Canada' 'Chile' 'China'
 'Czechia' 'Denmark' 'France' 'Germany' 'Guatemala' 'Hong Kong' 'Hungary'
 'Israel' 'Italy' 'Japan' 'Mexico' 'New Zealand' 'North Macedonia'
 'Norway' 'Panama' 'Peru' 'Philippines' 'Poland' 'Portugal' 'Russia'
 'Slovenia' 'South Korea' 'Spain' 'Switzerland' 'Taiwan' 'Thailand'
 'United Kingdom' 'United States']","Genentech, Inc.","Genentech, Inc.",Global / Multi-Region,2.0,1.0,0.6
NCT00788671,Levonorgestrel-Releasing Intrauterine System in Treating Patients With Complex Atypical Hyperplasia or Grade I Endometrial Cancer,"Active, not recruiting",Phase 2,"['Atypical Endometrial Hyperplasia'
 'Stage I Uterine Corpus Cancer AJCC v7'
 'Stage IA Uterine Corpus Cancer AJCC v7'
 'Stage IB Uterine Corpus Cancer AJCC v7'
 'Stage II Uterine Corpus Cancer AJCC v7']","['Laboratory Biomarker Analysis'
 'Levonorgestrel-Releasing Intrauterine System'
 'Quality-of-Life Assessment']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00792948,Combination Chemotherapy With or Without Donor Stem Cell Transplant in Treating Patients With Acute Lymphoblastic Leukemia,"Active, not recruiting",Phase 2,"['Acute Lymphoblastic Leukemia' 'Adult B Acute Lymphoblastic Leukemia'
 'Adult B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1'
 'Adult L1 Acute Lymphoblastic Leukemia'
 'Adult L2 Acute Lymphoblastic Leukemia'
 'Adult T Acute Lymphoblastic Leukemia'
 'Recurrent Adult Acute Lymphoblastic Leukemia']","['Allogeneic Hematopoietic Stem Cell Transplantation' 'Cyclophosphamide'
 'Cytarabine' 'Dasatinib' 'Dexamethasone' 'Doxorubicin Hydrochloride'
 'Etoposide' 'Filgrastim' 'Laboratory Biomarker Analysis'
 'Leucovorin Calcium' 'Methotrexate' 'Methylprednisolone'
 'Peripheral Blood Stem Cell Transplantation' 'Prednisone' 'Sirolimus'
 'Tacrolimus' 'Total-Body Irradiation' 'Vincristine Sulfate']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00799110,Vaccination of Patients With Ovarian Cancer With Dendritic Cell/Tumor Fusions With Granulocyte Macrophage Colony-stimulating Factor (GM-CSF) and Imiquimod,"Active, not recruiting",Phase 2,['Ovarian Cancer' 'Primary Peritoneal Cancer' 'Fallopian Tube Cancer'],['GM-CSF' 'Dendritic Cell/Tumor Fusion Vaccine' 'imiquimod'],['United States'],Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT00801489,"Fludarabine Phosphate, Cytarabine, Filgrastim-sndz, Gemtuzumab Ozogamicin, and Idarubicin Hydrochloride in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome",Recruiting,Phase 2,"['Acute Myeloid Leukemia With Inv(16)(p13.1q22); CBFB-MYH11'
 'Acute Myeloid Leukemia With t(16;16)(p13.1;q22); CBFB-MYH11'
 'Acute Myeloid Leukemia With t(8;21); (q22; q22.1); RUNX1-RUNX1T1'
 'de Novo Myelodysplastic Syndrome' 'High Risk Myelodysplastic Syndrome'
 'Inv(16)' 'Myelodysplastic Syndrome With Excess Blasts' 't(16;16)'
 't(8;21)' 'Untreated Adult Acute Myeloid Leukemia']","['Cytarabine' 'Decitabine' 'Filgrastim-sndz' 'Fludarabine Phosphate'
 'Gemtuzumab Ozogamicin' 'Idarubicin' 'Laboratory Biomarker Analysis']",['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00809991,Hypofractionated Adaptive Image-Guided Radiation Therapy for Localized Adenocarcinoma of the Prostate,"Active, not recruiting",Phase 2,['Prostate Cancer'],['hypofractionation'],['United States'],Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Global / Multi-Region,2.0,1.0,0.6
NCT00840047,Methionine PET/CT Studies In Patients With Cancer,"Active, not recruiting",Phase 2,"['Brain Tumors and/or Solid Tumors Including' 'Brain Stem Glioma'
 'High Grade CNS Tumors' 'Ependymoma' 'Medulloblastoma'
 'Craniopharyngioma' 'Low Grade CNS Tumors' 'Hodgkin Lymphoma'
 'Non Hodgkin Lymphoma' 'Ewing Sarcoma' 'Osteosarcoma' 'Rhabdomyosarcoma'
 'Neuroblastoma' 'Other']",['Methionine'],['United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00846742,Combination Chemotherapy With or Without Radiation Therapy in Treating Young Patients With Favorable-Risk Hodgkin Lymphoma,"Active, not recruiting",Phase 2,['Hodgkin Lymphoma'],['Stanford V Chemotherapy' 'Radiation Therapy'],['United States'],St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00859781,177Lu Radiolabeled Monoclonal Antibody HuJ591 (177Lu-J591) and Ketoconazole in Patients With Prostate Cancer,"Active, not recruiting",Phase 2,['Prostate Cancer'],['177Lu-J591' 'Ketoconazole' 'Hydrocortisone' '111In-J591'],['United States'],Weill Medical College of Cornell University,Weill Medical College of Cornell University,Global / Multi-Region,2.0,1.0,0.6
NCT00863460,Cranial Radiotherapy or Intensive Chemotherapy With Hematopoietic Stem Cell Rescue for Primary Central Nervous System Lymphoma in Young Patients,"Active, not recruiting",Phase 2,['Primary Central Nervous System Lymphoma'],"['cranial radiotherapy'
 'intensive chemotherapy and hematopoietic stem cell rescue'
 'MTX based chemotherapy']",['France'],Institut Curie,Institut Curie,Global / Multi-Region,2.0,1.0,0.6
NCT00869232,UARK 2008-02 A Trial for High-risk Myeloma Evaluating Accelerating and Sustaining Complete Remission,"Active, not recruiting",Phase 2,['Multiple Myeloma'],"['Velcade' 'Melphalan' 'Thalidomide' 'Dexamethasone' 'Cisplatin'
 'Adriamycin' 'Cyclophosphamide' 'Etoposide']",['United States'],University of Arkansas,University of Arkansas,Global / Multi-Region,2.0,1.0,0.6
NCT00871013,Trial for Patients Not Qualifying for TT4 and TT5 Protocols Because of Prior Therapy,"Active, not recruiting",Phase 2,['Myeloma'],"['Melphalan' 'Velcade' 'Thalidomide' 'Dexamethasone' 'Cisplatin'
 'Adriamycin' 'Cyclophosphamide' 'Etoposide']",['United States'],University of Arkansas,University of Arkansas,Global / Multi-Region,2.0,1.0,0.6
NCT00877500,Ixabepilone in Treating Participants With Significant Residual Disease of HER2/Neu Negative Invasive Breast Cancer After Systemic Therapy,"Active, not recruiting",Phase 2,"['Bilateral Breast Carcinoma' 'HER2/Neu Negative'
 'Invasive Breast Carcinoma']",['Best Practice' 'Ixabepilone'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00882895,Tandem Stem Cell Transplantation for Non-Hodgkin's Lymphoma,"Active, not recruiting",Phase 2,"['Lymphoma, Non-Hodgkin']","['Stem cell infusion' 'TLI' 'Anti-thymocyte globulin' 'Solumedrol'
 'Tacrolimus' 'Mycophenolate mofetil']",['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT00909909,Radiation Therapy in Treating Women With Early Stage Breast Cancer,"Active, not recruiting",Phase 2,['Breast Cancer'],['External beam boost' 'whole breast irradiation'],['United States'],"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",Global / Multi-Region,2.0,1.0,0.6
NCT00918775,Follow-up After Metastasectomy in Patients With Kidney Cancer,"Active, not recruiting",Phase 2,['Renal Cell Carcinoma'],['Follow-Up Care' 'Laboratory Biomarker Analysis'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00923013,Cladribine With Simultaneous or Delayed Rituximab to Treat Hairy Cell Leukemia,"Active, not recruiting",Phase 2,['Hairy Cell Leukemia'],"['Cladribine' 'Rituximab' 'BMbx' 'MRI' 'EKG' 'Echocardiogram'
 'Abdominal/splenic ultrasound' 'Stress test']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00929214,Aggressive Local Therapy for Limited Bone-Only Metastasis to Improve Progression-Free Survival in Breast Cancer Patients,"Active, not recruiting",Phase 2,['Breast Cancer'],['Standard Therapy' 'Local Therapy'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT00936819,The Enhanced Angiogenic Cell Therapy - Acute Myocardial Infarction Trial,"Active, not recruiting",Phase 2,['Anterior Wall Myocardial Infarction'],"['Plasma-Lyte A and 25% Autologous Plasma' 'Autologous EPCs'
 'Autologous EPCs Transfected with human eNOS']",['Canada'],Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,Global / Multi-Region,2.0,1.0,0.6
NCT00937937,Dinaciclib in Treating Patients With Stage IV Melanoma,"Active, not recruiting",Phase 2,"['Acral Lentiginous Melanoma' 'Cutaneous Nodular Melanoma'
 'Lentigo Maligna Melanoma' 'Low-CSD Melanoma' 'Mucosal Melanoma'
 'Recurrent Melanoma' 'Stage IV Cutaneous Melanoma AJCC v6 and v7']",['Dinaciclib'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00977470,Erlotinib With or Without Hydroxychloroquine in Chemo-Naive Advanced NSCLC and (EGFR) Mutations,"Active, not recruiting",Phase 2,['Non-small Cell Lung Cancer'],['Erlotinib' 'Hydroxychloroquine'],['United States'],Massachusetts General Hospital,Massachusetts General Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT00977574,"Paclitaxel, Carboplatin, and Bevacizumab or Paclitaxel, Carboplatin, and Temsirolimus or Ixabepilone, Carboplatin, and Bevacizumab in Treating Patients With Stage III, Stage IV, or Recurrent Endometrial Cancer","Active, not recruiting",Phase 2,"['Endometrial Adenocarcinoma' 'Endometrial Adenosquamous Carcinoma'
 'Endometrial Clear Cell Adenocarcinoma'
 'Endometrial Serous Adenocarcinoma'
 'Recurrent Malignant Uterine Corpus Neoplasm'
 'Stage IIIA Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage'
 'Stage IIIB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage'
 'Stage IIIC Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage'
 'Stage IVA Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage'
 'Stage IVB Uterine Corpus Carcinoma or Carcinosarcoma by AJCC v7 Stage']","['Bevacizumab' 'Carboplatin' 'Ixabepilone' 'Laboratory Biomarker Analysis'
 'Paclitaxel' 'Temsirolimus']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT00977977,Rituximab Plus Cyclosporine in Idiopathic Membranous Nephropathy,Recruiting,Phase 2,"['Nephrotic Syndrome' 'Proteinuria' 'Autoimmune Disease'
 'Glomerular Disease' 'Membranous Glomerulonephritis']",['Rituximab Infusion' 'Oral Cyclosporine'],['United States'],National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Global / Multi-Region,2.0,1.0,0.6
NCT00999804,Extension Study of Lapatinib Plus Herceptin With or Without Endocrine Therapy,"Active, not recruiting",Phase 2,['Breast Cancer'],['Lapatinib' 'Letrozole' 'Trastuzumab'],['United States'],Baylor Breast Care Center,Baylor Breast Care Center,Global / Multi-Region,2.0,1.0,0.6
NCT01025089,Chemotherapy Plus Cetuximab Followed by Surgical Resection in Patients With Locally Advanced or Recurrent Thymoma or Thymic Carcinoma,"Active, not recruiting",Phase 2,['Thymoma' 'Thymic Carcinoma' 'Clinical Masaoka Stage II to IVA'],"['Cetuximab, Cisplatin, Doxorubicin & Cyclophosphamide']",['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT01033838,Randomized Trial Comparing Laparoscopic-assisted Rectosigmoid Resection Versus Laparoscopic Rectosigmoid Resection With Transrectal Specimen Retrieval,Recruiting,Phase 2,"['Symptomatic Recurrent Diverticular Disease'
 'Benign Adenomatous Sigmoidal Polyp, Requiring Surgery'
 'Early Non-transmural Sigmoidtumor']",['rectosigmoid resection'],['Belgium'],Universitaire Ziekenhuizen KU Leuven,Universitaire Ziekenhuizen KU Leuven,Global / Multi-Region,2.0,1.0,0.6
NCT01042015,Emergency Preservation and Resuscitation (EPR) for Cardiac Arrest From Trauma,Recruiting,Phase 2,['Cardiac Arrest From Trauma'],['Emergency preservation and resuscitation' 'Standard resuscitation'],['United States'],"University of Maryland, Baltimore","University of Maryland, Baltimore",Global / Multi-Region,2.0,1.0,0.6
NCT01042379,I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer,Recruiting,Phase 2,"['Breast Neoplasms' 'Breast Cancer' 'Breast Tumors' 'Angiosarcoma'
 'TNBC - Triple-Negative Breast Cancer' 'HER2-positive Breast Cancer'
 'HER2-negative Breast Cancer' 'Hormone Receptor Positive Tumor'
 'Hormone Receptor Negative Tumor' 'Early-stage Breast Cancer'
 'Locally Advanced Breast Cancer']","['Standard Therapy' 'AMG 386 with or without Trastuzumab'
 'AMG 479 (Ganitumab) plus Metformin'
 'MK-2206 with or without Trastuzumab' 'AMG 386 and Trastuzumab'
 'T-DM1 and Pertuzumab' 'Pertuzumab and Trastuzumab' 'Ganetespib'
 'ABT-888' 'Neratinib' 'PLX3397' 'Pembrolizumab - 4 cycle'
 'Talazoparib plus Irinotecan' 'Patritumab and Trastuzumab'
 'Pembrolizumab - 8 cycle' 'SGN-LIV1A' 'Durvalumab plus Olaparib'
 'SD-101 + Pembrolizumab' 'Tucatinib plus trastuzumab and pertuzumab'
 'Cemiplimab' 'Cemiplimab plus REGN3767'
 'Trilaciclib with or without trastuzumab + pertuzumab'
 'SYD985 ([vic-]trastuzumab duocarmazine)'
 'Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) + Carboplatin with or without trastuzumab'
 'Oral Paclitaxel + Encequidar + Dostarlimab (TSR-042) with or without trastuzumab'
 'Amcenestrant' 'Amcenestrant + Abemaciclib' 'Amcenestrant + Letrozole'
 'ARX788' 'ARX788 + Cemiplimab' 'VV1 + Cemiplimab'
 'Datopotamab deruxtecan' 'Datopotamab deruxtecan + Durvalumab'
 'Zanidatamab' 'Lasofoxifene' 'Z-endoxifen' 'ARV-471'
 'ARV-471 + Letrozole' 'ARV-471 + Abemaciclib' 'Endoxifen + Abemaciclib'
 'Rilvegostomig + TDXd' 'Dan222 + Niraparib'
 'Sarilumab + Cemiplimab + Paclitaxel' 'GSK 5733584'
 'GSK 5733584 + Dostarlimab']",['United States'],QuantumLeap Healthcare Collaborative,QuantumLeap Healthcare Collaborative,Global / Multi-Region,2.0,1.0,0.6
NCT01050855,Reduced Intensity Conditioning (RIC) Regimen for Patients With Non-malignant Disorders,"Active, not recruiting",Phase 2,['Non Malignant Diseases' 'Immunodeficiencies' 'Hemoglobinopathies'],['RIC: Distal Campath' 'RIC:Intermediate Campath' 'RIC: Mini Busulfan'],['United States'],Children's Hospital of Philadelphia,Children's Hospital of Philadelphia,Global / Multi-Region,2.0,1.0,0.6
NCT01059786,Randomized Phase II Trial of Rituximab With Either Pentostatin or Bendamustine for Multiply Relapsed or Refractory Hairy Cell Leukemia,"Active, not recruiting",Phase 2,['Hairy Cell Leukemia'],"['Pentostatin' 'Rituximab' 'Bendamustine' 'Acetaminophen'
 'Diphenhydramine' 'Epinephrine' 'Antihistamines' 'Corticosteroids'
 'Bronchodilators' 'Intravenous (IV) Saline']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT01067287,Blockade of PD-1 in Conjunction With the Dendritic Cell/Myeloma Vaccines Following Stem Cell Transplantation,"Active, not recruiting",Phase 2,['Multiple Myeloma'],['CT-011' 'Dendritic Cell Fusion Vaccine'],['Israel' 'United States'],Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT01068249,Letrozole and RAD001 With Advanced or Recurrent Endometrial Cancer,"Active, not recruiting",Phase 2,['Endometrial Cancer'],['Letrozole' 'RAD001 (Everolimus)'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT01081951,"Study to Compare the Efficacy and Safety of Olaparib When Given in Combination With Carboplatin and Paclitaxel, Compared With Carboplatin and Paclitaxel in Patients With Advanced Ovarian Cancer","Active, not recruiting",Phase 2,['Ovarian Cancer'],['olaparib' 'paclitaxel' 'carboplatin' 'paclitaxel' 'Drug: carboplatin'],"['Australia' 'Belgium' 'Canada' 'Czechia' 'Germany' 'Italy' 'Japan'
 'Netherlands' 'Panama' 'Peru' 'Spain' 'United Kingdom' 'United States']",AstraZeneca,AstraZeneca,Global / Multi-Region,2.0,1.0,0.6
NCT01088789,Boost GVAX Pancreas Vaccine With or Without CY in Patients With Pancreas Cancer,"Active, not recruiting",Phase 2,['Pancreatic Cancer'],['Cyclophosphamide' 'Cyclophosphamide Pill' 'GVAX Pancreas Vaccine'],['United States'],Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Global / Multi-Region,2.0,1.0,0.6
NCT01134614,Ipilimumab With or Without Sargramostim in Treating Patients With Stage III or Stage IV Melanoma That Cannot Be Removed by Surgery,"Active, not recruiting",Phase 2,"['Advanced Melanoma' 'Metastatic Melanoma' 'Recurrent Melanoma'
 'Stage III Cutaneous Melanoma AJCC v7'
 'Stage IIIA Cutaneous Melanoma AJCC v7'
 'Stage IIIB Cutaneous Melanoma AJCC v7'
 'Stage IIIC Cutaneous Melanoma AJCC v7'
 'Stage IV Cutaneous Melanoma AJCC v6 and v7' 'Unresectable Melanoma']",['Ipilimumab' 'Sargramostim'],['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT01141309,Evaluating the Combination of Everolimus and Sorafenib in the Treatment of Thyroid Cancer,"Active, not recruiting",Phase 2,['Thyroid Cancer'],['sorafenib with everolimus'],['United States'],Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT01142388,Paclitaxel With or Without Cixutumumab as Second-Line Therapy in Treating Patients With Metastatic Esophageal Cancer or Gastroesophageal Junction Cancer,"Active, not recruiting",Phase 2,"['Metastatic Esophageal Adenocarcinoma'
 'Metastatic Esophageal Squamous Cell Carcinoma'
 'Metastatic Gastroesophageal Junction Adenocarcinoma'
 'Recurrent Esophageal Adenocarcinoma' 'Recurrent Esophageal Carcinoma'
 'Recurrent Esophageal Squamous Cell Carcinoma'
 'Recurrent Gastroesophageal Junction Adenocarcinoma'
 'Stage IV Esophageal Cancer AJCC v7']","['Cixutumumab' 'Laboratory Biomarker Analysis' 'Paclitaxel'
 'Pharmacological Study']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
